40.85,65.37,18.73,26.05,71.52,1480.3,156.83,110.07,566.8,120.3,126.47,109.49,138.09,314.19,159.17,109.95,265.07,3714.5,196.37,16481.6,632.7,645.48,441.42,336.97,7.69,395.44,871.31,2038.56,685.4,154.47,4582.5,925.19,97.51,5.58,106.7,42.1,146.94,52.46,109.97,23.34,52.98,25.79,437.03,21.12,165.67,284.29,154.47,45.15,97.51,1919.85,184.93,943.88,2121.76,259.82,290.03,211.05,186.49,72.24,237.46,135.64,151.94,157.59,160.77
645.4,992.77,132.43,53.69,2425.13,1440.3,135.91,124.02,1003.15,756.32,371.58,166.44,287.01,1272.91,233.14,351.51,447.85,13589.61,1823.11,33820.35,1516.2,1396.55,1440.3,367.48,56.54,8650.62,1645.81,5024.45,680.54,521.16,132.76,54.15,43.78,41.79,47.32,42.51,50.49,41.51,41.7,40.79,41.23,42.59,61.33,40.9,45.21,56.12,41.72,46.49,42.2,57.81,48.25,50.07,95.7,48.67,44.22,43.1,44.1,50.07,52.94,51.59,44.9,51.36,48
